run_dir,arm,model,tier,budget_CU,run_index,steps,full_decision_correct,decision_stable_CU,decision_stable_CU_quoted,quote_inflation_CU,final_used_CU,overrun_CU,overrun_fraction,stop_mode,budget_remaining_at_stop,why_stop
E_llm_agent_anonymous_B175_r16_c1_20260909T131633Z,E,gpt-5.5-2026-04-23,strong,175.0,16,14,0,,,,175.0,,,self_stop,0.0,agent STOP: Budget exhausted. S1 is satisfied by feasible full-window optimized candidate_13. S2 is effectively satisfied: candidate_13 screens 12 candidates by
E_llm_agent_anonymous_B175_r17_c1_20260909T131844Z,E,gpt-5.5-2026-04-23,strong,175.0,17,29,1,140.0,143.0,3.0,140.0,0.0,0.0,self_stop,35.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized as the current lowest-cost candidate; S2 all candidates are optimized or screened
E_llm_agent_anonymous_B175_r18_c1_20260909T132108Z,E,gpt-5.5-2026-04-23,strong,175.0,18,21,1,85.0,91.0,6.0,157.0,72.0,0.4585987261146497,self_stop,18.0,agent STOP: S1 satisfied: candidate_13 is feasible and current lowest optimized cost. S2 satisfied: every candidate is optimized or screened by the declared low
E_llm_agent_anonymous_B175_r19_c1_20260909T132415Z,E,gpt-5.5-2026-04-23,strong,175.0,19,20,1,170.0,172.0,2.0,170.0,0.0,0.0,self_stop,5.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized; S2 no unresolved candidates remain because all alternatives are either screened 
E_llm_agent_anonymous_B175_r1_c1_20260909T124219Z,E,gpt-5.5-2026-04-23,strong,175.0,1,17,1,95.0,95.0,0.0,95.0,0.0,0.0,self_stop,80.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates remain because candidate_04 and candidate_0
E_llm_agent_anonymous_B175_r2_c1_20260909T124428Z,E,gpt-5.5-2026-04-23,strong,175.0,2,23,1,69.0,73.0,4.0,170.0,101.0,0.5941176470588235,self_stop,5.0,agent STOP: S1 true: feasible optimized lowest-cost candidate candidate_13 exists. S2 true: stopping status reports no unresolved candidates; high-activity exce
E_llm_agent_anonymous_B175_r3_c1_20260909T124715Z,E,gpt-5.5-2026-04-23,strong,175.0,3,25,1,169.0,169.0,0.0,169.0,0.0,0.0,self_stop,6.0,"agent STOP: S1 met: candidate_13 is a feasible optimized incumbent. S2 met: every candidate was optimized in the selected process window, leaving no unresolved "
E_llm_agent_anonymous_B175_r4_c1_20260909T124859Z,E,gpt-5.5-2026-04-23,strong,175.0,4,14,1,164.0,165.0,1.0,164.0,0.0,0.0,self_stop,11.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized in the full process window; S2 no unresolved candidates remain after declared act
E_llm_agent_anonymous_B175_r5_c1_20260909T125058Z,E,gpt-5.5-2026-04-23,strong,175.0,5,16,1,167.0,169.0,2.0,169.0,2.0,0.011834319526627219,self_stop,6.0,"agent STOP: S1, S2, and S3 are satisfied according to the stopping status. Further exact full-window optimization or model-validity checks for local edge optima"
E_llm_agent_anonymous_B175_r6_c1_20260909T125312Z,E,gpt-5.5-2026-04-23,strong,175.0,6,19,1,132.0,147.0,15.0,165.0,33.0,0.2,self_stop,10.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all candidates are either optimized or screened by lower reference a
E_llm_agent_anonymous_B175_r7_c1_20260909T125504Z,E,gpt-5.5-2026-04-23,strong,175.0,7,26,1,124.0,140.0,16.0,174.0,50.0,0.28735632183908044,self_stop,1.0,"agent STOP: Stopping is allowed because a feasible lowest deterministic-cost candidate exists, every candidate is either optimized or screened by the declared a"
E_llm_agent_anonymous_B175_r8_c1_20260909T125819Z,E,gpt-5.5-2026-04-23,strong,175.0,8,18,1,71.0,73.0,2.0,94.0,23.0,0.24468085106382978,self_stop,81.0,agent STOP: S1/S2/S3 are satisfied: a feasible optimized winner exists; all candidates are either optimized among the unscreened set or screened by the declared
E_llm_agent_anonymous_B175_r9_c1_20260909T130105Z,E,gpt-5.5-2026-04-23,strong,175.0,9,16,1,162.0,163.0,1.0,163.0,1.0,0.006134969325153374,self_stop,12.0,agent STOP: Stopping rule status returned by tools is may_stop=true: S1 candidate_13 feasible incumbent exists; S2 no unresolved candidates after declared scree
E_llm_agent_anonymous_B200_r0_c1_20260909T123910Z,E,gpt-5.5-2026-04-23,strong,200.0,0,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,agent STOP: No affordable remaining action has meaningful expected decision value for the industrial decision. S1 is satisfied and S3 is satisfied. S2 is satisf
E_llm_agent_anonymous_B200_r1_c1_20260909T124037Z,E,gpt-5.5-2026-04-23,strong,200.0,1,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,agent STOP: Remaining budget is 11 CU. The only actions that could formally close S2 for candidate_05 are OPTIMIZE_PROCESS(candidate_05) at about 28.272 CU or C
E_llm_agent_anonymous_B200_r2_c1_20260909T124209Z,E,gpt-5.5-2026-04-23,strong,200.0,2,28,1,65.0,65.0,0.0,139.0,74.0,0.5323741007194245,self_stop,61.0,agent STOP: S1 feasible lowest-cost candidate identified; S2 all candidates optimized or screened by lower activity and higher price than candidate_13; S3 highe
E_llm_agent_anonymous_B200_r3_c1_20260909T124441Z,E,gpt-5.5-2026-04-23,strong,200.0,3,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,"agent STOP: No affordable remaining action can resolve the only formal unresolved candidate or perform model-validity/MC checks. S1 is satisfied, S3 is satisfie"
E_llm_agent_anonymous_B200_r4_c1_20260909T124612Z,E,gpt-5.5-2026-04-23,strong,200.0,4,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,"agent STOP: No affordable action has meaningful expected decision value: the only actions that could resolve S2 for candidate_05 require 28.0-28.272 CU, exceedi"
E_llm_agent_anonymous_B200_r5_c1_20260909T124729Z,E,gpt-5.5-2026-04-23,strong,200.0,5,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,"agent STOP: No affordable action has meaningful expected decision value. The only formal S2 gap is candidate_05, but full-window optimization or exact dominance"
E_llm_agent_anonymous_B200_r6_c1_20260909T124906Z,E,gpt-5.5-2026-04-23,strong,200.0,6,12,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,"agent STOP: S1 and S3 are satisfied. S2 is not formally closed only because candidate_05 remains unresolved, but the remaining 11 CU cannot pay for candidate_05"
E_llm_agent_anonymous_B200_r7_c1_20260909T125109Z,E,gpt-5.5-2026-04-23,strong,200.0,7,11,1,189.0,189.0,0.0,189.0,0.0,0.0,self_stop,11.0,agent STOP: Stopped because no affordable remaining action has meaningful expected decision value for the industrial decision. S1 is satisfied: a feasible curre
E_llm_agent_anonymous_B225_r0_c1_20260909T123910Z,E,gpt-5.5-2026-04-23,strong,225.0,0,9,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: S1 satisfied: feasible current lowest-cost candidate candidate_13 identified. S2 satisfied: all candidates either optimized or screened by declared 
E_llm_agent_anonymous_B225_r10_c1_20260909T125303Z,E,gpt-5.5-2026-04-23,strong,225.0,10,11,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: candidate_13 is feasible and lowest cost; every candidate is either optimized or screened by the declared rule; the highest
E_llm_agent_anonymous_B225_r11_c1_20260909T125426Z,E,gpt-5.5-2026-04-23,strong,225.0,11,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and currently lowest-cost; S2 no unresolved candidates remain because candidate_04 and candidat
E_llm_agent_anonymous_B225_r12_c1_20260909T125528Z,E,gpt-5.5-2026-04-23,strong,225.0,12,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified; S2 no unresolved candidate remains because every candidate is optimiz
E_llm_agent_anonymous_B225_r13_c1_20260909T125638Z,E,gpt-5.5-2026-04-23,strong,225.0,13,13,1,216.0,216.0,0.0,216.0,0.0,0.0,self_stop,9.0,agent STOP: Stopping rule is satisfied: S1 feasible optimized incumbent exists; S2 no unresolved candidates remain because all unscreened candidates were optimi
E_llm_agent_anonymous_B225_r14_c1_20260909T125756Z,E,gpt-5.5-2026-04-23,strong,225.0,14,12,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified (candidate_13); S2 no unresolved candidates remain because candidate_0
E_llm_agent_anonymous_B225_r15_c1_20260909T125918Z,E,gpt-5.5-2026-04-23,strong,225.0,15,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidate remains because candidate_04 and candidate_0
E_llm_agent_anonymous_B225_r16_c1_20260909T130031Z,E,gpt-5.5-2026-04-23,strong,225.0,16,12,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is a feasible optimized lowest-cost candidate; S2 no unresolved candidates remain because candidate_04 and 
E_llm_agent_anonymous_B225_r17_c1_20260909T130201Z,E,gpt-5.5-2026-04-23,strong,225.0,17,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,"agent STOP: Stopping rule permits stop: feasible lowest-cost candidate identified, all candidates optimized or screened by declared rule, and highest-activity n"
E_llm_agent_anonymous_B225_r18_c1_20260909T130349Z,E,gpt-5.5-2026-04-23,strong,225.0,18,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: S1/S2/S3 satisfied: a feasible lowest-cost candidate is identified; all candidates are optimized or screened by the declared dominance rule; the hig
E_llm_agent_anonymous_B225_r19_c1_20260909T130514Z,E,gpt-5.5-2026-04-23,strong,225.0,19,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates after optimizing candidate_04/candidate_05 
E_llm_agent_anonymous_B225_r1_c1_20260909T124051Z,E,gpt-5.5-2026-04-23,strong,225.0,1,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and current lowest cost; S2 no unresolved candidates remain because candidate_04/candidate_05/c
E_llm_agent_anonymous_B225_r2_c1_20260909T124216Z,E,gpt-5.5-2026-04-23,strong,225.0,2,12,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest-cost candidate exists; S2 no unresolved candidates because all higher-activity candida
E_llm_agent_anonymous_B225_r3_c1_20260909T124336Z,E,gpt-5.5-2026-04-23,strong,225.0,3,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: The stopping rule allows stopping: a feasible lowest-cost candidate is identified; every other candidate is optimized if unscreened or screened by t
E_llm_agent_anonymous_B225_r4_c1_20260909T124500Z,E,gpt-5.5-2026-04-23,strong,225.0,4,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: candidate_13 is the lowest-cost feasible optimized candidate among all unscreened challengers; all other candidates are either optimized or screened
E_llm_agent_anonymous_B225_r5_c1_20260909T124618Z,E,gpt-5.5-2026-04-23,strong,225.0,5,10,1,216.0,216.0,0.0,216.0,0.0,0.0,self_stop,9.0,agent STOP: S1/S2/S3 are satisfied: candidate_13 is feasible and lowest among optimized candidates; all other candidates are either optimized or screened by the
E_llm_agent_anonymous_B225_r6_c1_20260909T124745Z,E,gpt-5.5-2026-04-23,strong,225.0,6,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied: candidate_13 is a feasible optimized lowest-cost incumbent; all other candidates are either optimized challengers (candidat
E_llm_agent_anonymous_B225_r7_c1_20260909T124856Z,E,gpt-5.5-2026-04-23,strong,225.0,7,10,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,"agent STOP: Stopping rule satisfied. S1: a feasible optimized lowest-cost candidate exists, candidate_13. S2: no unresolved candidates remain, because candidate"
E_llm_agent_anonymous_B225_r8_c1_20260909T125021Z,E,gpt-5.5-2026-04-23,strong,225.0,8,12,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied. Candidate_13 is a feasible optimized lowest-cost incumbent; every other candidate is either optimized and more expensive or
E_llm_agent_anonymous_B225_r9_c1_20260909T125132Z,E,gpt-5.5-2026-04-23,strong,225.0,9,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,7.0,agent STOP: Stopping rule satisfied. Candidate_13 is feasible and lowest cost among all optimized non-screened candidates; all remaining candidates are screened
E_llm_agent_anonymous_B250_r0_c1_20260909T123910Z,E,gpt-5.5-2026-04-23,strong,250.0,0,15,1,216.0,216.0,0.0,249.0,33.0,0.13253012048192772,self_stop,1.0,"agent STOP: Stopped because S1, S2, and S3 are satisfied. All candidates are either optimized or screened by the declared rule; the highest-activity non-winner "
E_llm_agent_anonymous_B250_r1_c1_20260909T124105Z,E,gpt-5.5-2026-04-23,strong,250.0,1,14,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized as current lowest-cost candidate; S2 all other candidates are optimized or screen
E_llm_agent_anonymous_B250_r2_c1_20260909T124242Z,E,gpt-5.5-2026-04-23,strong,250.0,2,13,1,247.0,247.0,0.0,247.0,0.0,0.0,self_stop,3.0,"agent STOP: Stopped because S1 is satisfied, S3 is satisfied, and no affordable remaining action can resolve the only S2 gap. Remaining budget cannot pay for OP"
E_llm_agent_anonymous_B250_r3_c1_20260909T124413Z,E,gpt-5.5-2026-04-23,strong,250.0,3,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: S1-S3 are satisfied. The remaining candidates are either optimized or screened by the declared lower-activity/higher-price rule against candidate_13
E_llm_agent_anonymous_B250_r4_c1_20260909T124545Z,E,gpt-5.5-2026-04-23,strong,250.0,4,14,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: Stopping rule satisfied: candidate_13 is a feasible optimized lowest-cost candidate; all other candidates were either optimized exactly or screened 
E_llm_agent_anonymous_B250_r5_c1_20260909T124720Z,E,gpt-5.5-2026-04-23,strong,250.0,5,13,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified; S2 all candidates either optimized or screened by declared lower-acti
E_llm_agent_anonymous_B250_r6_c1_20260909T124850Z,E,gpt-5.5-2026-04-23,strong,250.0,6,14,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: S1-S3 satisfied and remaining expected decision value is below threshold.
E_llm_agent_anonymous_B250_r7_c1_20260909T125012Z,E,gpt-5.5-2026-04-23,strong,250.0,7,15,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: Stopping rule allows stop: a feasible current lowest-cost candidate exists; all other candidates are either optimized and higher cost or screened by
E_llm_agent_anonymous_B250_r8_c1_20260909T125127Z,E,gpt-5.5-2026-04-23,strong,250.0,8,14,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,32.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate exists; S2 every candidate is optimized or screened by the declared rule; S3 high
E_llm_agent_anonymous_B5000_r0_c1uncapped_20260911T094808Z,E,gpt-5.5-2026-04-23,strong,5000.0,0,16,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,4782.0,agent STOP: Stopping rule is satisfied: candidate_13 is the feasible optimized lowest-cost candidate; all other candidates are either optimized if they had high
E_llm_agent_anonymous_B5000_r10_c1uncapped_20260911T101031Z,E,gpt-5.5-2026-04-23,strong,5000.0,10,14,1,366.0,366.0,0.0,366.0,0.0,0.0,self_stop,4634.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates because all non-optimized candidates are sc
E_llm_agent_anonymous_B5000_r11_c1uncapped_20260911T101211Z,E,gpt-5.5-2026-04-23,strong,5000.0,11,16,1,218.0,218.0,0.0,709.0,491.0,0.692524682651622,self_stop,4291.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates remain; S3 highest-activity candidate diffe
E_llm_agent_anonymous_B5000_r12_c1uncapped_20260911T101401Z,E,gpt-5.5-2026-04-23,strong,5000.0,12,17,1,218.0,218.0,0.0,857.0,639.0,0.7456242707117853,self_stop,4143.0,agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest-cost candidate exists; S2 no unresolved deterministic candidate remains because candid
E_llm_agent_anonymous_B5000_r13_c1uncapped_20260911T101626Z,E,gpt-5.5-2026-04-23,strong,5000.0,13,29,1,566.0,566.0,0.0,714.0,148.0,0.20728291316526612,self_stop,4286.0,"agent STOP: Stopping rule satisfied: S1 feasible lowest-cost candidate identified, S2 no unresolved candidates because all were optimized, and S3 parity/reachab"
E_llm_agent_anonymous_B5000_r14_c1uncapped_20260911T101836Z,E,gpt-5.5-2026-04-23,strong,5000.0,14,29,1,714.0,714.0,0.0,714.0,0.0,0.0,self_stop,4286.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate exists; S2 no unresolved candidates because all 15 were optimized in the full win
E_llm_agent_anonymous_B5000_r15_c1uncapped_20260911T102042Z,E,gpt-5.5-2026-04-23,strong,5000.0,15,28,1,566.0,566.0,0.0,714.0,148.0,0.20728291316526612,self_stop,4286.0,agent STOP: Stopping rule satisfied: a feasible lowest-cost candidate is identified; all candidates have been optimized so none remain unresolved; highest-activ
E_llm_agent_anonymous_B5000_r16_c1uncapped_20260911T102304Z,E,gpt-5.5-2026-04-23,strong,5000.0,16,30,1,566.0,566.0,0.0,1107.0,541.0,0.48870822041553746,self_stop,3893.0,"agent STOP: S1, S2, and S3 are satisfied: a feasible optimized lowest-cost candidate exists; every candidate was optimized so there are no unresolved candidates"
E_llm_agent_anonymous_B5000_r17_c1uncapped_20260911T102843Z,E,gpt-5.5-2026-04-23,strong,5000.0,17,28,1,566.0,566.0,0.0,1303.0,737.0,0.5656178050652341,self_stop,3697.0,"agent STOP: S1 satisfied: candidate_13 is feasible and lowest optimized canonical cost. S2 satisfied: all 15 candidates were optimized, so no unresolved candida"
E_llm_agent_anonymous_B5000_r18_c1uncapped_20260911T103105Z,E,gpt-5.5-2026-04-23,strong,5000.0,18,16,1,218.0,218.0,0.0,366.0,148.0,0.40437158469945356,self_stop,4634.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 no unresolved candidate remains because all candidates not screened were optimized 
E_llm_agent_anonymous_B5000_r19_c1uncapped_20260911T103308Z,E,gpt-5.5-2026-04-23,strong,5000.0,19,28,1,566.0,566.0,0.0,566.0,0.0,0.0,self_stop,4434.0,"agent STOP: Stopping rule satisfied: S1 feasible lowest-cost candidate found; S2 all candidates optimized exactly, none unresolved; S3 highest-activity candidat"
E_llm_agent_anonymous_B5000_r1_c1uncapped_20260911T094945Z,E,gpt-5.5-2026-04-23,strong,5000.0,1,17,1,218.0,218.0,0.0,366.0,148.0,0.40437158469945356,self_stop,4634.0,agent STOP: S1 satisfied: candidate_13 is feasible and lowest among optimized nonscreened candidates. S2 satisfied: all candidates are optimized or screened by 
E_llm_agent_anonymous_B5000_r2_c1uncapped_20260911T095210Z,E,gpt-5.5-2026-04-23,strong,5000.0,2,29,1,566.0,566.0,0.0,1057.0,491.0,0.4645222327341533,self_stop,3943.0,"agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest-cost candidate exists; S2 all candidates were optimized, giving no unresolved candidat"
E_llm_agent_anonymous_B5000_r3_c1uncapped_20260911T095423Z,E,gpt-5.5-2026-04-23,strong,5000.0,3,29,1,566.0,566.0,0.0,3021.0,2455.0,0.8126448195961602,self_stop,1979.0,"agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest exists; S2 all candidates optimized, leaving no unresolved candidate; S3 highest-activ"
E_llm_agent_anonymous_B5000_r4_c1uncapped_20260911T095719Z,E,gpt-5.5-2026-04-23,strong,5000.0,4,29,1,566.0,566.0,0.0,714.0,148.0,0.20728291316526612,self_stop,4286.0,agent STOP: Stopping rule satisfied: S1 feasible optimized candidate exists and current deterministic lowest-cost candidate is candidate_13; S2 no unresolved ca
E_llm_agent_anonymous_B5000_r5_c1uncapped_20260911T095919Z,E,gpt-5.5-2026-04-23,strong,5000.0,5,15,1,218.0,218.0,0.0,218.0,0.0,0.0,self_stop,4782.0,"agent STOP: STOP called because the stopping rule is satisfied: a feasible lowest-cost candidate is identified, all candidates are optimized or screened by the "
E_llm_agent_anonymous_B5000_r6_c1uncapped_20260911T100101Z,E,gpt-5.5-2026-04-23,strong,5000.0,6,30,1,566.0,566.0,0.0,1794.0,1228.0,0.6845039018952063,self_stop,3206.0,"agent STOP: S1, S2 and S3 are satisfied: a feasible deterministic lowest-cost candidate exists, every candidate has been optimized, and the highest-activity can"
E_llm_agent_anonymous_B5000_r7_c1uncapped_20260911T100401Z,E,gpt-5.5-2026-04-23,strong,5000.0,7,29,1,566.0,566.0,0.0,1303.0,737.0,0.5656178050652341,self_stop,3697.0,"agent STOP: S1, S2, and S3 are satisfied: a feasible optimized lowest-cost candidate exists; every candidate has been optimized; and the highest-activity candid"
E_llm_agent_anonymous_B5000_r8_c1uncapped_20260911T100627Z,E,gpt-5.5-2026-04-23,strong,5000.0,8,29,1,714.0,714.0,0.0,714.0,0.0,0.0,self_stop,4286.0,"agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 all candidates optimized, so no unresolved candidates remain; S3 highest-activity c"
E_llm_agent_anonymous_B5000_r9_c1uncapped_20260911T100826Z,E,gpt-5.5-2026-04-23,strong,5000.0,9,29,1,566.0,566.0,0.0,714.0,148.0,0.20728291316526612,self_stop,4286.0,"agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 every candidate was optimized in the full window, leaving no unresolved candidate; "
E_llm_agent_anonymous_B75_r0_c1low_20260911T085652Z,E,gpt-5.5-2026-04-23,strong,75.0,0,17,1,53.0,53.0,0.0,72.0,19.0,0.2638888888888889,self_stop,3.0,"agent STOP: S1: feasible optimized candidate exists and current lowest-cost candidate is candidate_13. S2: all candidates are either optimized (candidate_13, ca"
E_llm_agent_anonymous_B75_r10_c1low_20260911T092135Z,E,gpt-5.5-2026-04-23,strong,75.0,10,23,1,41.0,41.0,0.0,60.0,19.0,0.31666666666666665,self_stop,15.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates because all candidates not optimized are sc
E_llm_agent_anonymous_B75_r11_c1low_20260911T092430Z,E,gpt-5.5-2026-04-23,strong,75.0,11,20,1,53.0,53.0,0.0,73.0,20.0,0.273972602739726,self_stop,2.0,agent STOP: Stopping rule is satisfied. A feasible lowest-cost candidate exists; all other candidates are either optimized or screened by the declared dominance
E_llm_agent_anonymous_B75_r12_c1low_20260911T092719Z,E,gpt-5.5-2026-04-23,strong,75.0,12,23,1,32.0,32.0,0.0,49.0,17.0,0.3469387755102041,self_stop,26.0,agent STOP: S1-S3 satisfied and no affordable remaining action has meaningful expected decision value; remaining high-value validity checks and MC exceed remain
E_llm_agent_anonymous_B75_r13_c1low_20260911T092950Z,E,gpt-5.5-2026-04-23,strong,75.0,13,18,1,71.0,71.0,0.0,71.0,0.0,0.0,self_stop,4.0,"agent STOP: S1, S2, and S3 are satisfied. S4: remaining affordable actions have negligible expected decision value; exact validity checks and Monte Carlo uncert"
E_llm_agent_anonymous_B75_r14_c1low_20260911T093218Z,E,gpt-5.5-2026-04-23,strong,75.0,14,21,1,47.0,47.0,0.0,62.0,15.0,0.24193548387096775,self_stop,13.0,"agent STOP: Stopping rule satisfied: S1 feasible lowest-cost candidate identified, S2 no unresolved candidates after direct optimization/screening, S3 highest-a"
E_llm_agent_anonymous_B75_r15_c1low_20260911T093519Z,E,gpt-5.5-2026-04-23,strong,75.0,15,19,1,47.0,47.0,0.0,61.0,14.0,0.22950819672131148,self_stop,14.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all other candidates are either optimized comparators or screened by
E_llm_agent_anonymous_B75_r16_c1low_20260911T093814Z,E,gpt-5.5-2026-04-23,strong,75.0,16,16,1,70.0,70.0,0.0,70.0,0.0,0.0,self_stop,5.0,"agent STOP: S1, S2, and S3 are satisfied. Remaining budget is insufficient for CHECK_MODEL_VALIDITY or RUN_MC; no affordable remaining action has meaningful exp"
E_llm_agent_anonymous_B75_r17_c1low_20260911T094042Z,E,gpt-5.5-2026-04-23,strong,75.0,17,13,1,73.0,73.0,0.0,73.0,0.0,0.0,self_stop,2.0,agent STOP: Stopping rule permits stop: a feasible optimized lowest-cost candidate exists; all other candidates are either optimized or screened by lower refere
E_llm_agent_anonymous_B75_r18_c1low_20260911T094216Z,E,gpt-5.5-2026-04-23,strong,75.0,18,16,1,71.0,71.0,0.0,71.0,0.0,0.0,self_stop,4.0,agent STOP: Stopping rule satisfied. A feasible lowest-cost candidate exists; all candidates are either optimized or screened by the declared dominance rule; th
E_llm_agent_anonymous_B75_r19_c1low_20260911T094428Z,E,gpt-5.5-2026-04-23,strong,75.0,19,23,1,47.0,47.0,0.0,70.0,23.0,0.32857142857142857,self_stop,5.0,agent STOP: S1/S2/S3 satisfied and remaining affordable calculations have no meaningful expected decision value; the artificial separator edge that affected the
E_llm_agent_anonymous_B75_r1_c1low_20260911T090015Z,E,gpt-5.5-2026-04-23,strong,75.0,1,13,1,72.0,72.0,0.0,72.0,0.0,0.0,self_stop,3.0,"agent STOP: S1, S2, and S3 are satisfied. A feasible lowest-cost candidate was identified; all non-incumbent candidates were either optimized or screened by the"
E_llm_agent_anonymous_B75_r2_c1low_20260911T090206Z,E,gpt-5.5-2026-04-23,strong,75.0,2,20,1,38.0,38.0,0.0,45.0,7.0,0.15555555555555556,self_stop,30.0,agent STOP: Stopped because S1-S3 are satisfied: candidate_13 is feasible and lowest among optimized plausible contenders; all other candidates are either optim
E_llm_agent_anonymous_B75_r3_c1low_20260911T090504Z,E,gpt-5.5-2026-04-23,strong,75.0,3,14,1,51.0,51.0,0.0,51.0,0.0,0.0,self_stop,24.0,"agent STOP: candidate_13 is the feasible optimized lowest-cost candidate in the computed process window; candidate_04 and candidate_05, the only higher-activity"
E_llm_agent_anonymous_B75_r4_c1low_20260911T090707Z,E,gpt-5.5-2026-04-23,strong,75.0,4,14,1,52.0,52.0,0.0,52.0,0.0,0.0,self_stop,23.0,"agent STOP: S1, S2 and S3 are satisfied. The remaining affordable actions with possible value are mainly sensitivity/uncertainty checks or expensive model-valid"
E_llm_agent_anonymous_B75_r5_c1low_20260911T090910Z,E,gpt-5.5-2026-04-23,strong,75.0,5,13,1,52.0,52.0,0.0,52.0,0.0,0.0,self_stop,23.0,agent STOP: Stopping rule satisfied: S1 feasible optimized incumbent exists (candidate_13); S2 no unresolved candidates remain because non-optimized candidates 
E_llm_agent_anonymous_B75_r6_c1low_20260911T091046Z,E,gpt-5.5-2026-04-23,strong,75.0,6,15,1,71.0,73.0,2.0,71.0,0.0,0.0,self_stop,4.0,agent STOP: Stopping rule satisfied: S1 feasible incumbent candidate_13 identified; S2 every candidate is optimized or screened by lower reference activity and 
