model,variant,budget_CU,run,spent_CU,wrong_winner,wrong_pair,wrong_or_missing_reachability,llm_env_winner_disagree,no_backward,parity_window_relative,parity_not_reported,unresolved_candidate_stop,all_15_optimized,over_confirmation,post_decision_spend_gt_100CU,lever_used,prior_ordered_fe_first,non_canonical_order,narrow_window_used,not_agent_stop,action_errors,malformed_turns,infra_retries,break_even_estimate,break_even_rel_error,unnecessary_CU_fraction,CU_after_stable_winner,why_stop,windows_built,sequence,trace
gpt-5.4-nano-2026-03-17,named,500,0,418.0,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,,,0.4904306220095694,263.0,"agent STOP: Stopping rule S1 and S2 satisfied: feasible optimized winner exists (Fe) and all other candidates are either optimized and higher-cost (Ru, Os) or i","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B500_r0_20260906T020817Z\trace.json
gpt-5.4-nano-2026-03-17,named,500,1,242.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,,,0.2396694214876033,87.0,agent STOP: S1 and S2 satisfied: a feasible optimized lowest-cost candidate identified (Fe). All optimized candidates in explored set are not dominated at state,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS READ_COST_BREAKDOWN READ_COST_BREAKDOWN BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B500_r1_20260906T020839Z\trace.json
gpt-5.4-nano-2026-03-17,named,500,2,242.0,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,,,0.2396694214876033,87.0,agent STOP: Stopping rule satisfied: S1 feasible optimized candidate exists (Fe). S2 no unresolved candidates after optimizing and finding only Ru/Os unresolved,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS READ_COST_BREAKDOWN READ_COST_BREAKDOWN READ_COST_BREAKDOWN STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B500_r2_20260906T020855Z\trace.json
gpt-5.4-nano-2026-03-17,named,500,3,330.0,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,,,0.4393939393939394,175.0,agent STOP: Stopping rule satisfied: feasible optimized candidate exists (Fe). No unresolved candidate per screening rule (Ru and Os optimized; remaining unreso,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS READ_COST_BREAKDOWN READ_COST_BREAKDOWN READ_COST_BREAKDOWN BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B500_r3_20260906T020909Z\trace.json
gpt-5.4-nano-2026-03-17,named,500,4,216.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,201.2234429878986,9.887116682761115e-16,0.13425925925925927,61.0,"agent STOP: Stopping rule satisfied: S1 feasible winner identified (Fe). S2 all remaining candidates screened/dominated via exact dominance checks; only Fe, Ru,","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY READ_COST_BREAKDOWN READ_COST_BREAKDOWN READ_COST_BREAKDOWN BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B500_r4_20260906T020926Z\trace.json
gpt-5.4-nano-2026-03-17,named,800,0,370.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,,0.0891891891891892,215.0,agent STOP: Stopping rule S1+S2 satisfied: a feasible optimized winner exists (Fe). S2 no unresolved candidate after exact dominance among remaining optimized c,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY BACKWARD TEST_REACHABILITY TEST_REACHABILITY RUN_MC READ_COST_BREAKDOWN READ_COST_BREAKDOWN STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B800_r0_20260906T020941Z\trace.json
gpt-5.4-nano-2026-03-17,named,800,1,234.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.12393162393162394,79.0,agent STOP: Stopping rule S1+S2+S3 satisfied: feasible optimized winner exists; all other candidates are screened as not better (exact dominance not needed beyo,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS READ_COST_BREAKDOWN READ_COST_BREAKDOWN READ_COST_BREAKDOWN CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY COMPUTE_ACTIVITY BACKWARD BACKWARD TEST_REACHABILITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B800_r1_20260906T021002Z\trace.json
gpt-5.4-nano-2026-03-17,named,800,2,271.0,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,,0.3210332103321033,87.0,agent STOP: Stopping rule S2 satisfied: a feasible optimized candidate exists (Fe). All other remaining candidates are declared screened away either by infeasib,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B800_r2_20260906T021021Z\trace.json
gpt-5.4-nano-2026-03-17,named,800,3,216.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.13425925925925927,61.0,agent STOP: Stopping rule S1+S2 achieved (feasible optimum identified and no unresolved candidates after dominance screening over full window); S3 satisfied via,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY READ_COST_BREAKDOWN READ_COST_BREAKDOWN BACKWARD TEST_REACHABILITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B800_r3_20260906T021039Z\trace.json
gpt-5.4-nano-2026-03-17,named,800,4,329.0,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,,,0.44072948328267475,174.0,agent STOP: Stopping rule S2 satisfied (no unresolved candidate among those optimized; exact dominance checks for Ru vs Os and Fe vs Ru indicate no state-level ,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\named\E_llm_agent_named_B800_r4_20260906T021059Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,1200,0,187.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,201.2234429878986,9.887116682761115e-16,0.0,32.0,agent STOP: Stopping rule satisfied in substance: a feasible optimized candidate exists and the highest-activity candidate has been parity-checked and classifie,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY OPTIMIZE_PROCESS BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B1200_r0_20260906T021629Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,1200,1,363.0,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.4793388429752066,208.0,"agent STOP: Stopping rule satisfied: a feasible optimized candidate exists (S1), all materially competitive candidates are resolved by optimization or exact dom","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B1200_r1_20260906T021706Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,1200,2,566.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,,,0.666077738515901,63.0,"agent STOP: Stopping rule satisfied: a feasible lowest-cost candidate exists, all candidates are either optimized or screened as infeasible by bed-cap limit, an","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B1200_r2_20260906T021735Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,1200,3,334.0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.4341317365269461,179.0,"agent STOP: Stopping rule satisfied: a feasible optimized candidate exists, the optimized feasible competitors that matter are ranked, and the highest-activity ","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B1200_r3_20260906T021808Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,1200,4,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,,,,,"agent STOP: Tool execution was not operationally valid in the environment: previous allowed actions were rejected or returned unusable handles, and no further m",[],INSPECT_CANDIDATES INSPECT_CANDIDATES BUILD_PROCESS_WINDOW BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B1200_r4_20260906T021841Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,2000,0,189.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.0,34.0,agent STOP: Decision is stable under the stopping rule: a feasible optimized candidate exists; the highest-activity candidate has been compared against the cost,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B2000_r0_20260906T021924Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,2000,1,218.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,201.2234429878986,9.887116682761115e-16,0.13302752293577982,34.0,"agent STOP: A feasible optimized candidate exists, the relevant candidate set has been resolved, and the highest-activity candidate's parity requirement has bee","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW COMPUTE_ACTIVITY OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B2000_r1_20260906T022001Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,2000,2,379.0,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,,,0.6226912928759895,152.0,agent STOP: S1 is satisfied by feasible candidate 13. S3 is satisfied because the highest-activity candidate 15 has been parity-analyzed and reachability-classi,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS COMPUTE_ACTIVITY BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B2000_r2_20260906T022042Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,2000,3,960.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,201.2234429878986,9.887116682761115e-16,0.12083333333333333,150.0,"agent STOP: Stopping rule satisfied: a feasible lowest-cost candidate exists (S1), all candidates are resolved by optimization or infeasibility screening (S2), ","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW RUN_MC OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B2000_r3_20260906T022134Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,2000,4,293.0,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False,,,0.4948805460750853,147.0,agent STOP: The decision is stable: a feasible optimized candidate exists and the highest-activity candidate is also the lowest-cost industrial choice among the,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B2000_r4_20260906T022211Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,200,0,184.0,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,,,0.31521739130434784,,budget_exhausted (3 consecutive unaffordable actions),"[[""full"", 14136, [20.0, 1000.0]]]",COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r0_20260906T020423Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,200,1,198.0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,,,0.29292929292929293,58.0,budget_exhausted (3 consecutive unaffordable actions),"[[""W1"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r1_20260906T020434Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,200,2,198.0,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,,,0.29292929292929293,58.0,"agent STOP: Remaining budget was only 2 CU. The remaining unresolved candidates would require additional optimization, but the low-cost plausible challengers al","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r2_20260906T020446Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,200,3,187.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,201.2234429878986,9.887116682761115e-16,0.0,32.0,agent STOP: Stopping rule satisfied and no additional action is decision-relevant.,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r3_20260906T020508Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,200,4,184.0,False,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,,,0.0,29.0,agent STOP: ,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY OPTIMIZE_PROCESS BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r4_20260906T020532Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,250,0,227.0,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,,,0.3832599118942731,,budget_exhausted (3 consecutive unaffordable actions),"[[""full"", 14136, [20.0, 1000.0]]]",BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r0_20260906T020559Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,250,1,189.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,201.2234429878986,9.887116682761115e-16,0.0,49.0,"agent STOP: The stopping rule is satisfied in the decision-relevant sense: a feasible lowest-cost candidate exists (candidate_13), the highest-activity candidat","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS COMPUTE_ACTIVITY OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r1_20260906T020608Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,250,2,189.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.0,34.0,"agent STOP: Stopping rule satisfied under the available evidence: a feasible lowest-cost candidate exists, the relevant highest-activity-vs-lowest-cost pair has","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES COMPUTE_ACTIVITY OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r2_20260906T020635Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,250,3,242.0,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,,,0.4793388429752066,,"agent STOP: No feasible optimized candidate was identified within the available compute budget. The full-process window was built, and several promising low-pri","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY READ_PROPERTY_UNCERTAINTY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r3_20260906T020658Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,250,4,227.0,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,,,0.3832599118942731,87.0,"agent STOP: The remaining budget is insufficient for further meaningful optimization: OPTIMIZE_PROCESS costs 29 CU per candidate, which exceeds the 23 CU left. ","[[""full"", 14136, [20.0, 1000.0]]]",BUILD_PROCESS_WINDOW INSPECT_CANDIDATES OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r4_20260906T020711Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,300,0,233.0,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,,,0.37339055793991416,87.0,"agent STOP: A feasible optimum exists and the highest-activity candidate among those computed is the same as the lowest-cost feasible candidate, satisfying the ","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS OPTIMIZE_PROCESS READ_COST_BREAKDOWN STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B300_r0_20260906T020735Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,300,1,217.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,201.2234429878986,9.887116682761115e-16,0.0,62.0,"agent STOP: Stopping rule satisfied: a feasible optimized winner exists (candidate_13), all candidates are resolved by optimization or exact screening, and the ","[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B300_r1_20260906T020753Z\trace.json
gpt-5.4-mini-2026-03-17,anonymous,300,2,206.0,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,1.0,0.9950304001106862,0.1407766990291262,60.0,agent STOP: Decision is stable and the required parity/reachability check has been completed. No additional action is needed.,"[[""full"", 14136, [20.0, 1000.0]]]",INSPECT_CANDIDATES INSPECT_CANDIDATES INSPECT_CANDIDATES COMPUTE_ACTIVITY BUILD_PROCESS_WINDOW OPTIMIZE_PROCESS CHECK_MODEL_VALIDITY OPTIMIZE_PROCESS BACKWARD TEST_REACHABILITY STOP,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B300_r2_20260906T020820Z\trace.json
